,Unnamed: 0,participant_id,task_idx,task_status,participant_name,results_responses,results_rt,results_ind_previous,results_targetvalue,nb_blocks,result_commission_errors,result_clean_rt,HR-nb,HR-rt,result_nb_omission
24,24,97,3,PRE_TEST,croquis,"['0', '1', '1', '1', '0', '1', '0', '1', '1', '0', '1', '1', '1', '0', '0', '0', '0', '0', '1', '1', '1', '0', '0', '0', '1', '1', '1', '1', '1', '0', '0', '0', '1', '0', '0', '0']","['', '484', '567', '634', '', '617', '', '534', '533', '', '583', '585', '533', '', '', '', '', '', '667', '601', '751', '', '', '', '584', '517', '533', '734', '667', '', '', '', '584', '', '', '']","['1', '5', '3', '5', '0', '0', '1', '0', '3', '5', '6', '5', '2', '5', '4', '2', '1', '5', '3', '6', '4', '4', '0', '1', '0', '4', '0', '1', '3', '1', '0', '3', '0', '2', '1', '6']","['2', '3', '3', '3', '1', '3', '8', '3', '3', '5', '3', '3', '3', '9', '5', '1', '8', '6', '3', '3', '3', '1', '5', '1', '3', '3', '3', '3', '3', '8', '9', '1', '3', '8', '1', '1']",36,0,"[0, 484, 567, 634, 0, 617, 0, 534, 533, 0, 583, 585, 533, 0, 0, 0, 0, 0, 667, 601, 751, 0, 0, 0, 584, 517, 533, 734, 667, 0, 0, 0, 584, 0, 0, 0]",36,594.8888888888889,0
25,25,97,3,POST_TEST,croquis,"['1', '0', '1', '0', '1', '1', '0', '0', '0', '1', '1', '0', '1', '0', '1', '0', '0', '1', '1', '0', '0', '1', '0', '0', '1', '0', '0', '0', '1', '1', '0', '0', '0', '1', '1', '1']","['562', '', '624', '', '562', '688', '', '', '', '719', '718', '', '719', '', '751', '', '', '657', '626', '', '', '687', '', '', '875', '', '', '', '594', '937', '', '', '', '626', '688', '657']","['5', '2', '7', '7', '4', '3', '3', '0', '2', '0', '7', '3', '7', '4', '3', '3', '7', '2', '1', '0', '0', '1', '5', '4', '4', '0', '3', '3', '7', '0', '1', '6', '1', '4', '6', '5']","['3', '6', '3', '4', '3', '3', '9', '8', '2', '3', '3', '2', '3', '6', '3', '5', '1', '3', '3', '2', '3', '3', '8', '5', '3', '8', '8', '6', '3', '3', '9', '6', '6', '3', '3', '3']",36,0,"[562, 0, 624, 0, 562, 688, 0, 0, 0, 719, 718, 0, 719, 0, 751, 0, 0, 657, 626, 0, 0, 687, 0, 0, 875, 0, 0, 0, 594, 937, 0, 0, 0, 626, 688, 657]",36,687.6470588235294,1
26,26,116,2,PRE_TEST,ylemesle,"['0', '1', '0', '1', '0', '1', '1', '0', '0', '1', '0', '1', '0', '0', '0', '1', '1', '1', '0', '1', '0', '1', '0', '1', '1', '0', '0', '1', '0', '1', '1', '0', '1', '0', '0', '0']","['', '433', '', '416', '', '449', '467', '', '', '466', '', '399', '', '', '', '449', '467', '416', '', '417', '', '450', '', '466', '483', '', '', '483', '', '1016', '466', '', '483', '', '', '']","['4', '2', '2', '4', '5', '0', '2', '5', '4', '3', '3', '0', '1', '1', '1', '6', '0', '1', '4', '3', '3', '0', '4', '4', '0', '4', '4', '1', '6', '1', '6', '2', '3', '1', '3', '3']","['2', '3', '4', '3', '5', '3', '3', '9', '6', '3', '2', '3', '9', '2', '4', '3', '3', '3', '6', '3', '9', '3', '5', '3', '3', '8', '5', '3', '8', '3', '3', '4', '3', '3', '1', '4']",36,0,"[0, 433, 0, 416, 0, 449, 467, 0, 0, 466, 0, 399, 0, 0, 0, 449, 467, 416, 0, 417, 0, 450, 0, 466, 483, 0, 0, 483, 0, 1016, 466, 0, 483, 0, 0, 0]",36,483.88235294117646,1
27,27,116,2,POST_TEST,ylemesle,"['0', '0', '1', '0', '1', '0', '1', '1', '0', '0', '0', '0', '0', '1', '1', '1', '1', '0', '1', '0', '0', '1', '0', '0', '1', '0', '1', '1', '0', '0', '1', '1', '0', '0', '1', '1']","['', '', '433', '', '483', '', '499', '433', '', '', '', '', '', '433', '416', '500', '449', '', '466', '', '', '466', '', '', '450', '', '433', '449', '', '', '483', '466', '', '', '533', '450']","['3', '6', '2', '5', '6', '1', '5', '1', '5', '3', '2', '5', '1', '5', '1', '5', '1', '1', '2', '1', '2', '5', '1', '2', '2', '2', '3', '4', '1', '4', '6', '0', '1', '4', '6', '6']","['9', '1', '3', '1', '3', '1', '3', '3', '1', '9', '1', '6', '3', '3', '3', '3', '3', '5', '3', '8', '1', '3', '5', '5', '3', '5', '3', '3', '1', '9', '3', '3', '4', '5', '3', '3']",36,0,"[0, 0, 433, 0, 483, 0, 499, 433, 0, 0, 0, 0, 0, 433, 416, 500, 449, 0, 466, 0, 0, 466, 0, 0, 450, 0, 433, 449, 0, 0, 483, 466, 0, 0, 533, 450]",36,461.29411764705884,1
28,28,140,2,PRE_TEST,DocheHarden,"['1', '1', '1', '0', '1', '1', '0', '0', '0', '1', '0', '0', '1', '0', '1', '0', '1', '0', '0', '1', '1', '1', '0', '1', '0', '1', '0', '0', '0', '1', '1', '1', '1', '0', '0', '0']","['432', '466', '399', '', '434', '394', '', '', '', '399', '', '', '417', '', '416', '', '416', '', '', '400', '383', '383', '', '383', '', '416', '', '', '', '416', '433', '416', '466', '', '', '']","['1', '3', '3', '5', '4', '3', '1', '6', '6', '5', '0', '1', '6', '1', '2', '4', '4', '5', '1', '3', '5', '3', '3', '0', '5', '4', '1', '4', '1', '0', '5', '3', '3', '2', '4', '3']","['3', '3', '3', '5', '3', '3', '5', '2', '8', '3', '4', '4', '3', '9', '3', '4', '3', '9', '8', '3', '3', '3', '1', '3', '9', '3', '5', '9', '8', '3', '3', '3', '3', '6', '9', '1']",36,0,"[432, 466, 399, 0, 434, 394, 0, 0, 0, 399, 0, 0, 417, 0, 416, 0, 416, 0, 0, 400, 383, 383, 0, 383, 0, 416, 0, 0, 0, 416, 433, 416, 466, 0, 0, 0]",36,414.94444444444446,0
29,29,140,2,POST_TEST,DocheHarden,"['0', '0', '1', '1', '0', '1', '1', '0', '0', '1', '0', '1', '1', '1', '0', '0', '0', '0', '0', '1', '0', '0', '1', '0', '1', '1', '1', '0', '0', '0', '0', '1', '1', '1', '0', '1']","['', '', '433', '433', '', '417', '450', '', '', '449', '', '500', '533', '450', '', '', '', '', '', '450', '', '', '484', '', '449', '516', '467', '', '', '', '', '482', '467', '499', '', '516']","['3', '0', '1', '2', '0', '5', '1', '2', '0', '1', '3', '3', '1', '5', '2', '5', '2', '0', '5', '2', '4', '5', '2', '2', '3', '4', '1', '2', '3', '3', '4', '2', '6', '5', '1', '0']","['8', '4', '3', '3', '9', '3', '3', '9', '4', '3', '8', '3', '3', '3', '9', '1', '4', '8', '6', '3', '2', '1', '3', '6', '3', '3', '3', '8', '6', '5', '9', '3', '3', '3', '3', '3']",36,0,"[0, 0, 433, 433, 0, 417, 450, 0, 0, 449, 0, 500, 533, 450, 0, 0, 0, 0, 0, 450, 0, 0, 484, 0, 449, 516, 467, 0, 0, 0, 0, 482, 467, 499, 0, 516]",36,470.29411764705884,1
30,30,155,1,PRE_TEST,Yannis,"['0', '1', '0', '0', '1', '2', '0', '0', '1', '0', '0', '2', '1', '0', '2', '2', '0', '1', '1', '2', '1', '1', '2', '2', '1', '2', '1', '0', '1', '2', '2', '1', '1', '1', '2', '0']","['', '735', '', '', '16', '466', '', '', '567', '', '', '468', '917', '', '551', '516', '', '450', '566', '834', '217', '267', '884', '482', '700', '618', '768', '', '500', '482', '685', '868', '585', '885', '549', '']","['3', '4', '2', '6', '0', '2', '5', '2', '4', '0', '5', '0', '6', '3', '4', '6', '2', '1', '2', '5', '6', '1', '2', '3', '5', '6', '2', '0', '3', '0', '0', '6', '5', '1', '3', '6']","['8', '3', '9', '3', '3', '8', '5', '8', '3', '3', '3', '5', '3', '3', '6', '4', '5', '3', '3', '5', '3', '3', '8', '6', '3', '6', '3', '9', '3', '9', '5', '3', '3', '3', '1', '9']",36,11,"[0, 735, 0, 0, 16, 0, 0, 0, 567, 0, 0, 0, 917, 0, 0, 0, 0, 450, 566, 0, 217, 267, 0, 0, 700, 0, 768, 0, 500, 0, 0, 868, 585, 885, 0, 0]",36,574.3571428571429,4
31,31,155,1,POST_TEST,Yannis,"['0', '1', '0', '0', '1', '0', '1', '1', '1', '0', '0', '1', '1', '1', '0', '0', '1', '0', '0', '1', '1', '0', '1', '1', '1', '0', '1', '0', '0', '0', '0', '1', '0', '0', '1', '1']","['', '832', '', '', '664', '', '649', '1000', '549', '', '', '734', '617', '701', '', '', '617', '', '', '614', '818', '', '649', '683', '717', '', '782', '', '', '', '', '682', '', '', '651', '701']","['5', '1', '7', '7', '1', '0', '5', '6', '1', '7', '2', '2', '4', '0', '2', '0', '2', '0', '4', '1', '7', '7', '4', '5', '5', '2', '0', '5', '5', '4', '0', '5', '0', '4', '0', '4']","['6', '3', '6', '6', '3', '6', '3', '3', '3', '6', '2', '3', '3', '3', '5', '5', '3', '4', '5', '3', '3', '4', '3', '3', '3', '8', '3', '4', '4', '2', '5', '3', '8', '1', '3', '3']",36,0,"[0, 832, 0, 0, 664, 0, 649, 1000, 549, 0, 0, 734, 617, 701, 0, 0, 617, 0, 0, 614, 818, 0, 649, 683, 717, 0, 782, 0, 0, 0, 0, 682, 0, 0, 651, 701]",36,703.3333333333334,0
32,32,158,5,PRE_TEST,cromac,"['1', '2', '1', '1', '1', '2', '0', '0', '1', '0', '1', '1', '0', '1', '0', '0', '1', '0', '1', '1', '1', '1', '0', '0', '0', '1', '0', '1', '1', '0', '0', '1', '0', '0', '1', '0']","['400', '433', '516', '583', '567', '616', '', '', '583', '', '600', '566', '', '550', '', '', '533', '', '534', '517', '534', '533', '', '', '', '550', '', '533', '600', '', '', '517', '', '', '549', '']","['5', '5', '5', '6', '5', '1', '0', '0', '3', '3', '3', '3', '3', '0', '3', '0', '1', '0', '1', '1', '0', '6', '0', '1', '2', '5', '0', '1', '3', '0', '5', '4', '1', '4', '4', '0']","['3', '9', '3', '3', '3', '1', '9', '9', '3', '9', '3', '3', '1', '3', '1', '1', '3', '8', '3', '3', '3', '3', '4', '2', '9', '3', '1', '3', '3', '2', '5', '3', '5', '2', '3', '6']",36,2,"[400, 0, 516, 583, 567, 0, 0, 0, 583, 0, 600, 566, 0, 550, 0, 0, 533, 0, 534, 517, 534, 533, 0, 0, 0, 550, 0, 533, 600, 0, 0, 517, 0, 0, 549, 0]",36,542.5,0
33,33,158,5,POST_TEST,cromac,"['0', '1', '0', '1', '0', '0', '1', '0', '1', '1', '0', '0', '1', '2', '0', '1', '1', '1', '0', '0', '1', '2', '2', '1', '0', '1', '1', '1', '0', '0', '0', '0', '1', '1', '1', '1']","['', '500', '', '516', '', '', '534', '', '467', '483', '', '', '500', '417', '', '500', '499', '483', '', '', '550', '401', '433', '567', '', '499', '500', '699', '', '', '', '', '500', '517', '567', '499']","['6', '4', '2', '3', '6', '0', '2', '1', '0', '5', '0', '0', '4', '2', '0', '5', '1', '1', '4', '6', '1', '5', '6', '1', '2', '4', '1', '1', '2', '1', '3', '4', '3', '6', '2', '1']","['9', '3', '4', '3', '8', '9', '3', '2', '3', '3', '5', '8', '3', '9', '6', '3', '3', '3', '2', '1', '3', '1', '8', '3', '1', '3', '3', '3', '9', '5', '2', '8', '3', '3', '3', '3']",36,3,"[0, 500, 0, 516, 0, 0, 534, 0, 467, 483, 0, 0, 500, 0, 0, 500, 499, 483, 0, 0, 550, 0, 0, 567, 0, 499, 500, 699, 0, 0, 0, 0, 500, 517, 567, 499]",36,521.1111111111111,0
34,34,165,1,PRE_TEST,Tianwei,"['0', '0', '0', '0', '1', '0', '1', '1', '0', '1', '0', '1', '1', '0', '1', '0', '1', '0', '1', '0', '1', '1', '0', '0', '0', '1', '1', '0', '1', '0', '0', '1', '0', '1', '1', '1']","['', '', '', '', '548', '', '594', '471', '', '514', '', '547', '534', '', '578', '', '576', '', '515', '', '487', '656', '', '', '', '531', '655', '', '545', '', '', '517', '', '519', '494', '531']","['4', '6', '1', '1', '0', '1', '0', '6', '1', '6', '6', '1', '4', '3', '1', '2', '1', '0', '4', '0', '3', '0', '6', '1', '0', '3', '0', '1', '4', '0', '1', '1', '3', '0', '0', '5']","['1', '4', '8', '9', '3', '4', '3', '3', '1', '3', '1', '3', '3', '2', '3', '8', '3', '6', '3', '2', '3', '3', '4', '5', '1', '3', '3', '4', '3', '9', '6', '3', '6', '3', '3', '3']",36,0,"[0, 0, 0, 0, 548, 0, 594, 471, 0, 514, 0, 547, 534, 0, 578, 0, 576, 0, 515, 0, 487, 656, 0, 0, 0, 531, 655, 0, 545, 0, 0, 517, 0, 519, 494, 531]",36,545.1111111111111,0
35,35,165,1,POST_TEST,Tianwei,"['0', '1', '0', '1', '0', '0', '1', '1', '0', '0', '1', '0', '1', '1', '1', '0', '1', '0', '1', '1', '0', '0', '1', '0', '1', '0', '0', '0', '1', '1', '1', '1', '0', '0', '1', '0']","['', '483', '', '566', '', '', '467', '549', '', '', '632', '', '584', '534', '466', '', '533', '', '533', '549', '', '', '533', '', '516', '', '', '', '484', '616', '466', '484', '', '', '566', '']","['4', '2', '3', '5', '3', '1', '1', '6', '4', '3', '1', '6', '4', '4', '3', '3', '3', '3', '5', '1', '4', '4', '6', '0', '4', '5', '2', '1', '4', '6', '5', '3', '1', '6', '3', '2']","['4', '3', '1', '3', '2', '5', '3', '3', '9', '1', '3', '5', '3', '3', '3', '8', '3', '8', '3', '3', '4', '9', '3', '4', '3', '6', '9', '9', '3', '3', '3', '3', '8', '8', '3', '6']",36,0,"[0, 483, 0, 566, 0, 0, 467, 549, 0, 0, 632, 0, 584, 534, 466, 0, 533, 0, 533, 549, 0, 0, 533, 0, 516, 0, 0, 0, 484, 616, 466, 484, 0, 0, 566, 0]",36,531.1666666666666,0
36,36,168,6,PRE_TEST,grg,"['1', '2', '0', '1', '1', '0', '0', '0', '1', '1', '0', '1', '0', '1', '1', '0', '0', '1', '0', '0', '1', '0', '1', '0', '1', '0', '1', '0', '0', '1', '0', '1', '1', '1', '0', '1']","['432', '435', '', '484', '401', '', '', '', '533', '499', '', '466', '', '534', '533', '', '', '550', '', '', '689', '', '620', '', '549', '', '532', '', '', '600', '', '600', '530', '515', '', '483']","['6', '6', '5', '3', '4', '3', '2', '2', '5', '4', '1', '2', '3', '3', '2', '0', '0', '6', '4', '5', '0', '2', '6', '1', '1', '4', '0', '2', '6', '2', '0', '6', '5', '6', '6', '1']","['3', '2', '9', '3', '3', '2', '4', '5', '3', '3', '2', '3', '8', '3', '3', '6', '2', '3', '8', '4', '3', '4', '3', '6', '3', '6', '3', '9', '9', '3', '1', '3', '3', '3', '5', '3']",36,1,"[432, 0, 0, 484, 401, 0, 0, 0, 533, 499, 0, 466, 0, 534, 533, 0, 0, 550, 0, 0, 689, 0, 620, 0, 549, 0, 532, 0, 0, 600, 0, 600, 530, 515, 0, 483]",36,530.5555555555555,0
37,37,168,6,POST_TEST,grg,"['0', '0', '1', '1', '0', '0', '1', '1', '1', '1', '0', '1', '0', '1', '0', '0', '0', '0', '1', '0', '1', '0', '1', '0', '0', '1', '0', '1', '1', '1', '1', '0', '0', '0', '1', '1']","['', '', '450', '500', '', '', '583', '634', '701', '488', '', '698', '', '566', '', '', '', '', '566', '', '532', '', '530', '', '', '551', '', '633', '517', '533', '480', '', '', '', '583', '499']","['1', '3', '5', '0', '6', '1', '4', '6', '4', '1', '6', '6', '2', '2', '5', '5', '3', '2', '0', '0', '5', '2', '6', '6', '5', '2', '0', '0', '5', '1', '6', '3', '4', '3', '2', '3']","['2', '6', '3', '3', '9', '8', '3', '3', '3', '3', '6', '3', '9', '3', '9', '2', '2', '8', '3', '4', '3', '6', '3', '8', '1', '3', '5', '3', '3', '3', '3', '1', '1', '1', '3', '3']",36,0,"[0, 0, 450, 500, 0, 0, 583, 634, 701, 488, 0, 698, 0, 566, 0, 0, 0, 0, 566, 0, 532, 0, 530, 0, 0, 551, 0, 633, 517, 533, 480, 0, 0, 0, 583, 499]",36,558.0,0
38,38,177,3,PRE_TEST,aabollivier,"['1', '0', '0', '0', '1', '1', '1', '0', '0', '1', '1', '1', '0', '1', '1', '0', '0', '0', '0', '1', '0', '1', '1', '0', '1', '0', '0', '1', '1', '0', '1', '1', '0', '0', '1', '0']","['734', '', '', '', '467', '533', '484', '', '', '533', '500', '484', '', '450', '717', '', '', '', '', '517', '', '433', '450', '', '483', '', '', '484', '518', '', '483', '467', '', '', '450', '']","['0', '4', '6', '7', '3', '6', '0', '5', '2', '6', '0', '6', '1', '0', '0', '6', '0', '2', '6', '7', '4', '7', '1', '4', '0', '1', '2', '5', '5', '1', '4', '4', '2', '0', '2', '7']","['3', '9', '5', '9', '3', '3', '3', '8', '5', '3', '3', '3', '1', '3', '3', '1', '8', '8', '9', '3', '4', '3', '3', '2', '3', '6', '5', '3', '3', '1', '3', '3', '8', '5', '3', '8']",36,0,"[734, 0, 0, 0, 467, 533, 484, 0, 0, 533, 500, 484, 0, 450, 717, 0, 0, 0, 0, 517, 0, 433, 450, 0, 483, 0, 0, 484, 518, 0, 483, 467, 0, 0, 450, 0]",36,510.3888888888889,0
39,39,177,3,POST_TEST,aabollivier,"['0', '0', '0', '1', '0', '1', '0', '1', '1', '1', '0', '0', '0', '1', '0', '0', '1', '1', '1', '0', '0', '1', '0', '1', '0', '0', '1', '0', '0', '1', '0', '0', '1', '1', '1', '2']","['', '', '', '433', '', '500', '', '500', '484', '484', '', '', '', '567', '', '', '534', '500', '466', '', '', '483', '', '550', '', '', '467', '', '', '517', '', '', '467', '468', '417', '417']","['6', '7', '2', '0', '1', '3', '3', '2', '0', '4', '3', '5', '3', '2', '6', '5', '2', '5', '3', '7', '2', '1', '2', '7', '1', '2', '5', '1', '0', '4', '6', '7', '7', '6', '5', '2']","['5', '2', '4', '3', '8', '3', '2', '3', '3', '3', '6', '3', '2', '3', '1', '6', '3', '3', '3', '6', '9', '3', '8', '3', '3', '1', '3', '2', '1', '3', '6', '4', '3', '3', '3', '2']",36,1,"[0, 0, 0, 433, 0, 500, 0, 500, 484, 484, 0, 0, 0, 567, 0, 0, 534, 500, 466, 0, 0, 483, 0, 550, 0, 0, 467, 0, 0, 517, 0, 0, 467, 468, 417, 0]",36,489.8125,2
40,40,178,1,PRE_TEST,chenxi,"['0', '1', '2', '1', '1', '0', '1', '0', '0', '1', '1', '0', '2', '0', '1', '1', '0', '0', '1', '1', '1', '0', '0', '1', '0', '1', '0', '1', '0', '1', '1', '1', '0', '0', '1', '0']","['', '416', '350', '367', '517', '', '416', '', '', '417', '550', '', '367', '', '499', '451', '', '', '466', '466', '633', '', '', '467', '', '468', '', '484', '', '484', '484', '550', '', '', '483', '']","['6', '1', '7', '4', '3', '1', '2', '1', '4', '1', '0', '7', '7', '3', '5', '5', '5', '5', '4', '4', '0', '7', '0', '2', '5', '1', '2', '5', '1', '7', '6', '1', '2', '4', '5', '5']","['4', '3', '5', '3', '3', '9', '3', '1', '6', '3', '3', '6', '6', '5', '3', '3', '5', '1', '3', '3', '3', '4', '2', '3', '2', '3', '2', '3', '9', '3', '3', '3', '2', '4', '3', '8']",36,2,"[0, 416, 0, 367, 517, 0, 416, 0, 0, 417, 550, 0, 0, 0, 499, 451, 0, 0, 466, 466, 633, 0, 0, 467, 0, 468, 0, 484, 0, 484, 484, 550, 0, 0, 483, 0]",36,478.77777777777777,0
41,41,178,1,POST_TEST,chenxi,"['0', '0', '0', '1', '1', '0', '0', '1', '1', '1', '0', '0', '1', '1', '1', '0', '0', '0', '1', '1', '1', '1', '0', '1', '0', '0', '1', '0', '0', '1', '1', '1', '1', '0', '0', '0']","['', '', '', '449', '566', '', '', '500', '516', '533', '', '', '516', '482', '515', '', '', '', '534', '567', '483', '483', '', '483', '', '', '500', '', '', '516', '533', '467', '534', '', '', '']","['4', '7', '3', '5', '5', '5', '2', '4', '3', '3', '0', '3', '2', '1', '5', '5', '1', '2', '2', '1', '5', '6', '6', '2', '2', '6', '3', '7', '1', '7', '1', '6', '6', '1', '6', '2']","['1', '4', '4', '3', '3', '4', '5', '3', '3', '3', '4', '1', '3', '3', '3', '8', '1', '9', '3', '3', '3', '3', '5', '3', '4', '4', '3', '9', '1', '3', '3', '3', '3', '8', '2', '4']",36,0,"[0, 0, 0, 449, 566, 0, 0, 500, 516, 533, 0, 0, 516, 482, 515, 0, 0, 0, 534, 567, 483, 483, 0, 483, 0, 0, 500, 0, 0, 516, 533, 467, 534, 0, 0, 0]",36,509.8333333333333,0
42,42,179,6,PRE_TEST,asuka,"['0', '1', '1', '0', '0', '1', '0', '1', '0', '1', '1', '1', '1', '0', '1', '0', '0', '1', '0', '0', '0', '1', '0', '0', '1', '0', '1', '1', '0', '1', '0', '0', '1', '0', '0', '1']","['', '472', '597', '', '', '486', '', '729', '', '514', '555', '513', '514', '', '514', '', '', '493', '', '', '', '458', '', '', '528', '', '491', '806', '', '528', '', '', '569', '', '', '528']","['2', '4', '0', '1', '0', '3', '5', '0', '2', '2', '2', '6', '2', '7', '2', '4', '2', '2', '2', '0', '2', '0', '5', '2', '1', '7', '4', '4', '2', '6', '2', '4', '5', '1', '2', '4']","['2', '3', '3', '6', '9', '3', '2', '3', '8', '3', '3', '3', '3', '1', '3', '2', '6', '3', '4', '8', '6', '3', '1', '8', '3', '6', '3', '3', '9', '3', '4', '4', '3', '3', '8', '3']",36,0,"[0, 472, 597, 0, 0, 486, 0, 729, 0, 514, 555, 513, 514, 0, 514, 0, 0, 493, 0, 0, 0, 458, 0, 0, 528, 0, 491, 806, 0, 528, 0, 0, 569, 0, 0, 528]",36,546.7647058823529,1
43,43,179,6,POST_TEST,asuka,"['1', '0', '1', '1', '1', '1', '0', '0', '0', '0', '0', '1', '1', '1', '2', '1', '0', '1', '0', '0', '0', '0', '1', '1', '1', '0', '0', '0', '1', '1', '1', '1', '0', '0', '0', '0']","['472', '', '486', '528', '652', '514', '', '', '', '', '', '542', '444', '556', '417', '570', '', '541', '', '', '', '', '882', '833', '556', '', '', '', '903', '472', '499', '500', '', '', '', '']","['3', '1', '2', '5', '2', '2', '3', '2', '2', '6', '7', '1', '2', '1', '0', '0', '4', '2', '0', '4', '1', '6', '2', '2', '2', '2', '5', '1', '5', '7', '7', '4', '2', '5', '2', '7']","['3', '9', '3', '3', '3', '3', '8', '6', '1', '4', '1', '3', '3', '3', '9', '3', '9', '3', '8', '9', '4', '6', '3', '3', '3', '5', '6', '1', '3', '3', '3', '3', '2', '6', '3', '5']",36,1,"[472, 0, 486, 528, 652, 514, 0, 0, 0, 0, 0, 542, 444, 556, 0, 570, 0, 541, 0, 0, 0, 0, 882, 833, 556, 0, 0, 0, 903, 472, 499, 500, 0, 0, 0, 0]",36,585.2941176470588,1
44,44,180,2,PRE_TEST,herledth,"['1', '0', '1', '1', '0', '0', '0', '0', '1', '1', '0', '0', '1', '1', '1', '0', '0', '1', '1', '0', '0', '1', '0', '0', '0', '1', '1', '0', '1', '1', '1', '1', '0', '0', '0', '1']","['383', '', '367', '416', '', '', '', '', '401', '466', '', '', '399', '433', '467', '', '', '500', '451', '', '', '450', '', '', '', '466', '416', '', '483', '466', '483', '483', '', '', '', '433']","['3', '3', '4', '2', '3', '1', '7', '5', '5', '6', '3', '0', '5', '2', '3', '1', '3', '6', '1', '1', '7', '5', '7', '6', '4', '0', '3', '2', '2', '0', '5', '1', '2', '0', '6', '5']","['3', '2', '3', '3', '4', '1', '9', '6', '3', '3', '9', '2', '3', '3', '3', '6', '1', '3', '3', '4', '5', '3', '1', '2', '9', '3', '3', '2', '3', '3', '3', '3', '5', '4', '4', '3']",36,0,"[383, 0, 367, 416, 0, 0, 0, 0, 401, 466, 0, 0, 399, 433, 467, 0, 0, 500, 451, 0, 0, 450, 0, 0, 0, 466, 416, 0, 483, 466, 483, 483, 0, 0, 0, 433]",36,442.3888888888889,0
45,45,180,2,POST_TEST,herledth,"['1', '1', '0', '1', '1', '0', '0', '0', '0', '1', '1', '0', '0', '1', '0', '1', '1', '0', '1', '0', '0', '0', '1', '1', '0', '1', '0', '1', '1', '0', '0', '0', '1', '1', '0', '1']","['466', '483', '', '434', '434', '', '', '', '', '466', '417', '', '', '532', '', '467', '450', '', '467', '', '', '', '500', '500', '', '484', '', '500', '516', '', '', '', '534', '516', '', '550']","['6', '2', '5', '7', '3', '4', '6', '3', '6', '3', '2', '3', '0', '4', '5', '3', '3', '4', '3', '6', '0', '2', '3', '5', '5', '4', '5', '7', '0', '5', '5', '0', '7', '6', '0', '7']","['3', '3', '1', '3', '3', '8', '1', '6', '4', '3', '3', '1', '6', '3', '1', '3', '3', '1', '3', '2', '4', '5', '3', '3', '8', '3', '6', '3', '3', '6', '5', '8', '3', '3', '2', '3']",36,0,"[466, 483, 0, 434, 434, 0, 0, 0, 0, 466, 417, 0, 0, 532, 0, 467, 450, 0, 467, 0, 0, 0, 500, 500, 0, 484, 0, 500, 516, 0, 0, 0, 534, 516, 0, 550]",36,484.22222222222223,0
